tips,trip_seconds,trip_miles,pickup_community_area,dropoff_community_area,fare,tolls,extras,trip_total
0.00,1020,3,6,3,11.50,0.00,0.00,11.50
0.00,360,1.1,32,32,6.25,0.00,1.00,7.25
2.70,1080,3.8,8,6,13.50,0.00,0.00,16.20
0.00,1320,9.6,76,15,26.00,0.00,4.00,30.00
5.00,1384,13.9,76,7,35.25,0.00,4.00,44.75
8.00,585,1,32,32,6.75,0.00,0.00,15.25
3.00,812,3.16,,,11.50,0.00,0.00,15.00
0.00,0,9.9,8,8,3.25,0.00,65.00,68.25
0.00,540,1.8,32,8,8.50,0.00,0.00,8.50
0.00,600,1.9,8,28,8.75,0.00,0.00,8.75
0.00,600,0.1,8,28,10.00,0.00,1.00,11.00
0.00,401,1.18,76,76,6.75,0.00,0.00,6.75
2.00,480,1.3,8,8,6.75,0.00,0.00,8.75
0.00,3,0,3,3,3.25,,0.00,3.25
0.00,471,1.1,8,32,7.00,,0.00,7.00
0.00,384,1.56,8,28,7.50,0.00,0.00,7.50
1.00,540,1.6,32,28,8.00,0.00,0.00,9.00
0.00,120,0,8,8,4.00,0.00,0.00,4.00
1.00,360,0.9,28,8,6.00,0.00,0.00,7.00
0.00,195,0.63,8,8,5.00,0.00,0.00,5.00
0.00,1020,4.8,22,29,14.75,0.00,0.00,14.75
7.00,1680,17.3,76,8,42.50,0.00,4.00,53.50
6.60,1940,10.5,56,20,28.50,0.00,4.00,39.60
9.05,1620,1,76,28,41.25,0.00,4.00,54.30
0.00,1702,18.03,76,8,44.50,0.00,5.00,49.50
10.25,1920,19.3,76,33,47.25,0.00,4.00,61.50
9.60,1800,0,,77,34.50,0.00,4.00,48.10
12.00,1481,17.38,76,8,42.50,0.00,5.00,60.00
3.00,240,1,32,32,5.75,0.00,2.00,10.75
0.00,5520,2.2,49,49,35.00,0.00,0.00,35.00
0.00,300,1.2,8,32,6.50,0.00,0.00,6.50
2.00,300,0.7,8,8,5.50,0.00,0.00,7.50
5.55,1140,0.3,32,7,18.50,0.00,0.00,24.05
8.05,1500,11,56,32,28.25,0.00,4.00,40.30
0.00,2022,18.07,76,32,44.75,0.00,4.00,48.75
1.00,180,0,32,8,5.25,0.00,0.00,6.25
0.00,180,0.3,6,6,4.25,0.00,0.00,4.25
0.00,240,0.8,32,32,5.25,0.00,1.50,6.75
0.00,240,0.7,8,32,5.25,0.00,1.00,6.25
1.50,180,0,8,8,4.50,0.00,0.00,6.00
2.65,998,3.6,28,7,12.75,0.00,0.00,15.90
6.98,1368,17.24,76,8,42.00,0.00,4.00,53.48
0.00,240,0.9,32,8,5.50,0.00,0.00,5.50
0.00,180,0.6,8,8,5.00,0.00,2.00,7.00
8.00,1820,14.5,76,6,36.75,0.00,4.00,49.25
0.00,300,1.1,8,8,6.00,0.00,0.00,6.00
0.00,588,3.23,8,8,11.00,0.00,0.00,11.00
0.00,387,1.2,8,8,6.75,0.00,0.00,6.75
1.00,180,0.5,8,8,4.50,0.00,0.00,5.50
5.00,1542,15.85,76,24,39.50,0.00,4.00,49.00
0.00,1452,5.71,77,,18.25,0.00,0.00,18.25
6.00,1951,16.11,76,,40.25,0.00,6.00,52.75
0.00,0,0,,,3.25,0.00,0.00,3.25
0.00,690,6.49,8,21,18.25,0.00,0.00,18.25
2.00,384,1.01,32,8,6.00,0.00,0.00,8.50
1.00,663,2.39,8,33,9.75,0.00,0.00,11.25
1.00,120,0.2,8,8,3.75,0.00,0.00,4.75
2.00,120,0.8,32,8,4.75,0.00,1.00,7.75
0.00,600,4.8,8,6,14.25,0.00,0.00,14.25
0.00,1680,13.4,6,43,34.75,0.00,0.00,34.75
0.00,360,0.1,8,24,8.25,0.00,0.00,8.25
1.00,480,1.6,32,8,7.50,0.00,1.00,9.50
0.00,241,0.62,6,6,4.75,0.00,1.00,5.75
0.00,3160,28.26,76,,68.25,0.00,7.00,75.25
3.00,660,0.1,28,8,8.75,0.00,0.00,11.75
0.00,1140,6.7,,,18.75,0.00,0.00,18.75
0.00,1394,14.97,76,7,37.25,0.00,4.50,41.75
1.00,120,0.4,24,8,4.00,0.00,0.00,5.00
2.40,840,0,7,6,12.00,0.00,0.00,14.40
10.75,1740,15.6,76,6,39.00,0.00,4.00,53.75
0.00,1789,18.27,76,32,44.75,0.00,4.00,48.75
0.00,873,3.3,8,24,12.00,0.00,0.00,12.00
0.00,1918,16.11,76,,40.25,0.00,6.00,46.25
0.00,994,8,1,8,22.00,,0.00,22.00
8.15,1826,14.4,76,6,36.75,,4.00,48.90
10.25,1560,14.7,76,24,36.50,0.00,4.00,51.25
1.00,420,0,32,8,7.00,0.00,1.00,9.00
0.00,180,0.4,,,4.25,0.00,1.50,5.75
0.00,1440,0.4,7,23,20.00,0.00,0.00,20.00
0.00,300,0,6,8,6.50,0.00,0.00,6.50
4.00,300,0.9,8,28,5.75,0.00,0.00,10.25
4.00,281,0.92,8,32,5.75,0.00,1.00,11.25
1.00,420,0,32,8,6.75,0.00,0.00,7.75
0.00,517,2.1,32,31,8.25,0.00,0.00,8.25
5.30,1560,7.7,,,22.50,0.00,4.00,31.80
0.00,900,0.2,19,16,14.25,0.00,0.00,14.25
0.00,300,0,32,32,5.50,0.00,0.00,5.50
3.00,156,0.48,32,8,4.50,0.00,0.00,8.00
0.00,360,1.4,32,32,7.00,0.00,0.00,7.00
0.00,8,0,77,77,3.25,0.00,0.00,3.25
10.85,1380,12.11,76,,31.25,0.00,22.50,65.10
3.00,360,1,32,32,5.50,0.00,0.00,8.50
0.00,644,2.4,8,6,9.25,0.00,0.00,9.25
0.00,2051,11.1,28,,31.75,,0.00,31.75
0.00,426,1.3,28,8,7.00,0.00,1.50,8.50
0.00,1600,14.54,76,3,36.75,0.00,4.00,40.75
0.00,540,0.2,32,28,12.50,0.00,0.00,12.50
0.00,546,2.01,3,4,8.00,0.00,0.00,8.00
7.16,2255,16.71,76,,41.75,0.00,5.50,54.91
2.50,420,0,32,8,6.50,0.00,1.00,10.00
0.00,480,1.7,32,33,7.75,0.00,0.00,7.75
0.00,1020,0.4,32,6,20.00,0.00,0.00,20.00
0.00,1330,12.61,76,5,32.25,0.00,4.00,36.25
8.30,1682,14.54,76,6,37.00,0.00,4.00,49.80
1.50,240,0.9,32,32,5.50,0.00,0.00,7.00
9.50,1618,17.6,76,24,43.00,0.00,4.00,57.00
1.00,0,0,24,24,6.75,0.00,0.00,7.75
12.00,1532,17.93,76,8,43.50,0.00,4.00,60.00
2.00,180,0,8,8,4.00,0.00,1.50,7.50
0.00,240,0,8,8,5.25,0.00,0.00,5.25
4.50,1080,4.9,8,22,15.50,0.00,0.00,20.00
0.00,1560,7,8,77,23.25,0.00,1.00,24.25
10.30,1863,19.07,76,33,47.00,0.00,4.00,61.80
7.60,1555,13.24,76,6,33.50,0.00,4.00,45.60
0.00,600,3.5,32,7,11.75,0.00,0.00,11.75
5.60,1380,10.8,28,,28.00,0.00,0.00,33.60
0.00,780,3,6,24,11.25,0.00,0.00,11.25
0.00,1380,9.2,32,2,25.75,0.00,1.00,26.75
3.00,464,1.33,8,28,7.00,0.00,0.00,10.50
0.00,1740,1,76,32,43.00,0.00,4.00,47.00
10.15,1751,18.9,76,32,46.25,0.00,4.00,60.90
0.00,420,1.1,8,8,6.50,0.00,0.00,6.50
3.00,746,3.42,8,24,11.75,0.00,0.00,15.25
0.00,727,1.34,8,8,7.25,0.00,0.00,7.25
0.00,635,2.88,,76,10.75,0.00,0.00,10.75
2.25,780,2.8,32,7,10.25,0.00,1.00,13.50
0.00,1020,8.6,32,77,23.50,0.00,0.00,23.50
8.25,1740,14.2,76,3,36.25,0.00,4.00,48.50
4.55,660,0,32,6,15.25,0.00,0.00,19.80
0.00,120,0.6,77,77,4.50,0.00,0.00,4.50
0.00,360,0,8,8,6.50,0.00,1.00,7.50
0.00,420,1.2,32,28,7.25,0.00,0.00,7.25
2.00,360,0,8,24,7.25,0.00,0.00,9.25
2.00,420,1.6,8,24,7.75,0.00,0.00,9.75
6.00,2040,14.4,76,3,37.25,0.00,4.00,47.25
6.85,1359,11.8,76,16,30.25,,4.00,41.10
1.00,120,0.7,28,28,4.75,0.00,1.00,6.75
4.70,960,8.6,32,77,23.50,0.00,0.00,28.20
11.85,1740,1,76,8,43.50,0.00,4.00,59.35
2.00,427,2.27,32,33,8.50,0.00,0.00,11.00
8.00,1657,14.83,,,37.25,0.00,4.00,49.75
0.00,1504,8.34,28,6,24.25,0.00,0.00,24.25
1.00,416,1.3,28,32,7.00,,0.00,8.00
8.05,1920,14.1,76,6,36.25,0.00,4.00,48.30
0.00,391,0.7,8,8,6.00,,1.00,7.00
2.00,540,1.4,32,8,7.50,0.00,1.50,11.00
8.00,1343,17.32,76,32,42.50,0.00,5.00,56.00
4.00,720,5.7,76,76,16.00,0.00,5.00,25.00
4.00,480,0.1,8,28,7.75,0.00,0.00,11.75
3.05,900,0.2,32,24,12.25,0.00,0.00,15.30
0.00,1578,4.59,6,7,16.75,0.00,0.00,16.75
1.00,300,0,32,8,6.25,0.00,0.00,7.25
8.70,1200,9,56,33,24.00,0.00,5.00,37.70
0.00,1560,0,76,8,41.00,0.00,4.00,45.00
0.00,720,0,8,33,10.50,0.00,1.00,11.50
8.00,1440,17.7,76,8,43.25,0.00,4.00,55.75
2.00,568,2.11,32,8,9.00,0.00,0.00,11.50
12.12,1565,17.98,76,,44.00,0.00,4.00,60.62
0.00,152,0.37,32,32,4.00,0.00,0.00,4.00
0.00,1200,4.9,8,8,16.00,0.00,1.00,17.00
4.00,274,0.75,8,8,5.25,0.00,0.00,9.75
2.00,151,0.64,8,8,4.75,0.00,0.00,7.25
10.75,1740,15.6,76,7,39.00,0.00,4.00,53.75
0.00,622,2.6,28,28,10.50,,0.00,10.50
2.00,383,2.37,32,24,9.00,0.00,0.00,11.50
2.00,243,0.81,8,8,5.25,0.00,0.00,7.75
5.56,900,8,32,77,21.75,0.00,0.00,27.81
1.50,360,1.2,8,8,6.50,0.00,1.00,9.00
3.00,180,0.5,28,28,4.50,0.00,1.00,9.00
3.75,960,6.2,32,6,17.75,0.00,0.00,21.50
0.00,840,0.1,32,7,11.25,0.00,0.00,11.25
0.00,60,0.3,8,32,3.75,0.00,0.00,3.75
9.60,1760,17.7,76,8,43.50,0.00,4.00,57.60
0.00,1320,13.5,76,22,34.00,0.00,4.00,38.00
0.00,120,0.6,11,11,4.50,0.00,0.00,4.50
0.00,364,0.9,24,24,5.75,0.00,0.00,6.25
0.00,60,0.4,32,32,4.00,0.00,1.50,5.50
0.00,1020,0,2,77,11.50,0.00,0.00,11.50
2.00,300,1,28,8,6.00,0.00,0.00,8.00
2.00,420,0,7,6,7.25,0.00,0.00,9.25
7.75,1500,13.9,76,22,34.75,0.00,4.00,46.50
2.00,240,0,28,32,5.50,0.00,0.00,7.50
0.00,720,3.7,6,77,12.50,0.00,1.00,13.50
1.00,240,1.1,28,24,5.75,0.00,0.00,6.75
0.95,185,0.54,8,8,4.75,0.00,0.00,5.70
0.00,120,0.3,,,4.00,0.00,1.00,5.00
0.00,361,1.21,8,28,7.00,0.00,0.00,7.00
0.00,1459,5.56,6,2,17.50,0.00,1.50,19.00
0.00,360,2.6,8,6,9.25,0.00,0.00,9.25
4.00,170,0.6,8,8,4.75,0.00,0.00,9.25
0.00,139,0.46,8,8,4.50,0.00,0.00,4.50
0.00,120,0.2,8,8,4.00,0.00,1.00,5.00
0.00,360,0,32,32,7.00,0.00,2.00,9.00
0.00,1175,5.83,,,0.01,0.00,0.00,0.01
0.00,53,16.4,,,40.50,0.00,26.00,66.50
9.15,1800,16.7,76,8,41.75,0.00,4.00,54.90
2.00,240,0.6,8,8,5.00,0.00,0.00,7.00
13.20,2206,26.01,76,41,62.00,0.00,4.00,79.20
2.00,524,2.59,,76,9.50,0.00,1.50,13.50
0.00,300,0.9,32,8,6.00,0.00,1.00,7.00
0.00,1882,14.4,76,16,36.25,0.00,4.00,40.25
0.00,360,0,32,32,6.00,0.00,1.00,7.00
0.90,120,0.4,8,32,4.50,0.00,0.00,5.40
9.50,1624,17.8,76,28,43.50,,4.00,57.00
17.55,2940,31.1,76,56,80.75,0.00,7.00,105.30
0.00,540,1.7,28,32,8.00,0.00,0.00,8.00
4.65,1200,8.3,32,3,23.25,0.00,0.00,27.90
0.00,2220,16.7,76,24,41.50,0.00,4.00,45.50
0.00,657,2.87,7,24,10.75,0.00,0.00,11.25
0.00,11,0,24,24,3.25,0.00,0.00,3.25
10.31,1643,14.57,76,6,36.75,0.00,4.00,51.56
2.00,420,1.2,8,28,7.00,0.00,0.00,9.00
10.00,1620,18.5,76,32,45.25,0.00,4.00,59.25
0.00,900,0,32,41,18.50,0.00,0.00,18.50
1.50,1980,1.1,76,8,44.50,0.00,4.00,50.00
2.00,0,4.3,12,12,13.25,0.00,0.00,15.25
23.70,2833,30.65,76,,72.50,0.00,45.50,142.20
0.00,193,0.31,28,28,4.25,0.00,1.00,5.25
0.00,354,1.74,24,8,7.25,0.00,0.00,7.25
9.70,1659,17.73,,,44.00,0.00,4.00,58.20
0.00,667,3.37,,,10.80,0.00,0.00,10.80
0.00,300,0.7,32,28,5.50,0.00,0.00,5.50
9.60,1680,17.8,76,28,44.00,0.00,4.00,57.60
0.00,1560,7.1,8,33,17.00,0.00,0.00,17.00
4.19,705,5.56,32,6,16.25,0.00,0.00,20.94
0.00,340,1.23,32,28,6.50,0.00,0.00,6.50
5.00,1860,19.3,8,,47.00,0.00,2.00,54.00
7.00,1380,0.8,76,5,32.75,0.00,4.00,43.75
0.00,2543,31.75,76,,75.50,0.00,41.50,117.50
11.25,1380,16.8,76,8,41.00,0.00,4.00,56.25
9.75,1657,18.08,76,32,44.25,0.00,4.00,58.50
10.10,2040,1.1,,32,46.50,0.00,4.00,60.60
0.00,420,3.1,,,8.20,0.00,0.00,8.20
2.15,600,0.1,28,33,9.75,0.00,1.00,12.90
0.00,3300,1.5,28,,63.25,0.00,15.00,78.25
10.00,2104,22.2,76,,54.00,,33.00,97.00
0.00,5,0.01,76,76,3.25,0.00,0.00,3.25
13.35,1712,16.2,76,8,40.50,,4.00,57.85
0.00,398,0.85,8,8,5.50,0.00,0.00,5.50
2.00,219,0.84,32,32,5.25,0.00,0.00,7.75
2.90,1184,3.39,,,13.00,0.00,1.00,17.40
0.00,153,0.16,8,8,4.00,0.00,1.00,5.00
8.70,1801,15.7,76,24,39.50,,4.00,52.20
1.00,255,0.86,8,32,5.50,0.00,0.00,7.00
0.00,454,1.64,,2,7.25,0.00,0.00,7.25
3.50,1020,5.9,8,6,17.50,0.00,0.00,21.00
11.56,1732,16.8,76,8,41.75,0.00,4.00,57.81
0.00,540,0.1,32,7,9.00,0.00,0.00,9.00
0.00,300,1.6,5,16,7.00,0.00,0.00,7.00
0.00,874,6.75,76,,18.75,0.00,4.00,23.25
0.00,12,0,28,28,3.25,0.00,3.50,7.25
1.40,360,1.3,32,8,7.00,0.00,0.00,8.40
0.00,336,0.56,77,77,5.00,0.00,0.00,5.00
0.00,420,0.1,32,28,8.25,0.00,0.00,8.25
0.00,1080,0.5,32,42,24.75,0.00,1.00,25.75
3.25,960,3.7,8,6,13.00,0.00,0.00,16.25
2.00,540,2.2,32,8,8.75,0.00,0.00,11.25
0.00,859,4.47,23,24,13.75,0.00,0.00,13.75
0.00,540,3.7,76,,12.25,0.00,4.00,16.25
0.00,1680,16.1,,,39.50,0.00,4.00,43.50
6.00,480,1.5,,,7.25,0.00,0.00,13.25
6.00,0,0,,,23.25,0.00,0.00,29.25
14.25,1625,17.5,76,,42.75,0.00,28.00,85.50
0.00,3324,14.5,7,76,44.25,0.00,0.00,44.25
0.00,339,1,8,8,6.00,0.00,0.00,6.00
2.00,360,1.3,8,8,6.50,0.00,1.00,10.00
10.35,1560,0.9,76,7,37.50,0.00,4.00,51.85
0.00,600,3.9,28,32,12.25,0.00,0.00,12.25
0.00,1830,16.97,76,8,42.50,0.00,4.00,46.50
4.50,900,0.5,8,25,22.50,0.00,0.00,27.00
2.00,480,1.7,8,8,8.00,0.00,0.00,10.00
0.00,1860,0.7,76,4,32.50,0.00,4.00,36.50
0.00,780,4.7,8,6,14.00,0.00,0.00,14.00
4.56,1060,6.03,32,6,17.75,0.00,0.00,22.81
3.00,360,0,7,7,6.50,0.00,0.00,9.50
0.00,297,0.94,8,8,5.75,0.00,1.00,6.75
2.00,387,1,32,8,6.25,0.00,0.00,8.75
4.00,600,0,24,28,8.25,0.00,0.00,12.25
2.00,600,1.4,32,8,7.75,0.00,1.00,10.75
3.31,1068,2.87,24,32,11.75,0.00,1.00,16.56
0.00,287,1,4,4,5.75,,0.00,5.75
0.00,240,0.7,32,32,5.25,0.00,1.00,6.25
0.00,300,0.9,28,32,6.00,0.00,1.00,7.00
0.00,262,0.55,2,2,4.75,0.00,0.00,4.75
3.19,780,6.1,76,,17.25,0.00,4.00,24.44
5.00,1778,21.4,,,51.50,0.00,4.00,61.00
8.00,1560,14.3,76,7,36.00,0.00,4.00,48.00
14.95,1957,19.22,,,46.75,0.00,27.50,89.70
0.00,302,0.77,8,8,5.50,0.00,0.00,6.00
0.00,838,3.6,22,6,13.25,0.00,0.00,13.25
1.00,143,0.38,8,32,4.50,0.00,0.00,6.00
0.00,720,2.6,28,32,10.00,0.00,0.00,10.00
0.00,1920,0,32,22,20.25,0.00,1.00,21.25
12.60,0,0,,,59.00,0.00,4.00,75.60
4.00,132,0.63,8,28,4.50,0.00,0.00,9.00
0.00,175,0.27,8,8,4.25,0.00,0.00,4.25
2.00,341,0.9,4,4,5.75,0.00,0.00,8.25
7.69,1632,18.43,76,,45.25,0.00,5.50,58.94
0.00,180,0,8,8,4.75,0.00,0.00,4.75
2.00,360,1.5,32,8,7.25,0.00,0.00,9.25
0.00,180,0.8,8,32,5.50,0.00,0.00,5.50
1.50,660,2.8,32,7,10.50,0.00,1.00,13.00
0.00,1589,12.7,76,,32.25,0.00,4.00,36.25
0.00,542,2.28,8,6,8.75,0.00,0.00,8.75
2.00,240,1,32,8,5.50,0.00,0.00,7.50
1.25,240,0,32,28,5.00,0.00,0.00,6.25
3.00,1260,14.6,76,24,36.25,0.00,4.00,43.25
0.00,265,0.95,32,8,5.75,0.00,0.00,5.75
0.00,240,0,32,32,5.25,0.00,0.00,5.25
0.00,720,0.2,24,26,11.50,0.00,1.00,12.50
0.00,180,0.6,28,8,5.00,0.00,0.00,5.00
2.00,420,0.8,32,28,6.25,0.00,0.00,8.25
4.80,1080,6.7,32,6,19.25,0.00,0.00,24.05
0.00,540,0.1,77,3,8.50,0.00,0.00,8.50
0.00,360,0.7,8,8,5.50,0.00,0.00,5.50
3.00,540,1.8,28,32,8.00,0.00,1.00,12.00
4.00,420,0,8,24,10.00,0.00,0.00,14.00
7.35,1800,13,76,77,32.75,0.00,4.00,44.10
2.00,420,0,32,8,7.00,0.00,0.00,9.00
2.00,480,0.1,7,24,8.75,0.00,0.00,10.75
0.00,1140,5.7,32,6,18.00,0.00,0.00,18.00
0.00,1680,0.7,28,44,20.00,0.00,0.00,20.00
0.00,1792,11.99,8,15,32.50,0.00,0.00,32.50
0.00,407,1.07,8,8,6.50,0.00,1.00,7.50
8.00,1672,13.67,76,5,34.50,0.00,5.00,48.00
15.00,1920,0,76,,45.00,0.00,29.50,89.50
0.00,415,0.89,8,8,6.25,0.00,1.50,7.75
4.80,1140,6.5,32,6,19.25,0.00,0.00,24.05
0.00,600,3.7,32,24,12.50,0.00,0.00,12.50
8.60,1468,15.9,,,39.00,0.00,4.00,51.60
0.00,360,1.1,8,32,6.25,0.00,0.00,6.25
0.00,278,0.48,8,8,5.00,0.00,0.00,5.00
7.70,1860,13.5,76,3,34.50,0.00,4.00,46.20
0.00,561,2.15,28,24,8.50,0.00,1.00,9.50
0.00,1140,2.7,,,13.75,0.00,0.00,13.75
0.00,480,3.6,8,6,11.75,0.00,0.00,11.75
7.80,1320,9.1,32,3,25.00,0.00,1.00,33.80
0.00,660,2,32,24,8.75,0.00,1.00,9.75
0.00,180,0.6,32,32,5.00,0.00,0.00,5.00
2.00,240,0.6,32,32,5.00,0.00,1.00,8.00
3.00,780,2.3,8,32,10.00,0.00,0.00,13.00
0.00,780,3.9,8,5,13.00,0.00,0.00,13.00
0.00,1080,3.8,8,33,14.00,0.00,0.00,14.00
8.00,1860,14.2,76,,36.00,0.00,4.00,48.00
14.65,1560,14.2,76,,35.75,0.00,23.00,73.40
1.45,360,1.8,32,24,7.25,0.00,0.00,8.70
6.10,1260,0.5,32,4,24.50,0.00,0.00,30.60
0.00,577,1.51,8,8,7.50,0.00,1.00,8.50
7.75,1373,13.48,76,6,34.25,0.00,4.00,46.50
0.00,698,2.39,8,6,9.00,0.00,0.00,9.00
0.00,1683,10.77,77,28,30.00,0.00,0.00,30.00
15.00,348,0.94,8,32,6.00,0.00,0.00,21.50
2.00,389,1.36,8,32,7.00,0.00,1.00,10.50
0.00,630,2.6,11,19,9.75,,0.00,9.75
0.00,120,0.5,6,6,4.25,0.00,0.00,4.25
3.00,300,1.1,32,28,6.00,0.00,0.00,9.00
0.00,960,0,32,22,17.00,0.00,0.00,17.00
8.00,1560,14.3,76,7,35.75,0.00,4.00,47.75
0.00,922,8.1,3,32,22.25,,0.50,22.75
3.00,369,1.36,32,8,6.75,0.00,0.00,10.25
9.35,1425,17.2,76,8,42.25,0.00,4.00,56.10
0.00,1496,13.42,76,,33.75,0.00,7.00,40.75
2.50,458,1.69,8,24,7.50,0.00,0.00,10.50
0.00,360,0.8,8,8,5.75,0.00,0.00,5.75
2.00,512,1.81,8,7,8.00,0.00,0.00,10.50
5.00,1440,14.6,76,22,37.00,0.00,4.00,46.00
2.80,600,3.1,32,24,11.25,0.00,0.00,14.05
6.05,1200,10,76,15,26.25,0.00,4.00,36.80
9.70,1553,17.89,76,8,44.00,0.00,4.00,58.20
12.25,1831,18.09,76,32,44.50,0.00,4.00,61.25
7.00,1788,19.54,76,,47.50,0.00,27.50,82.50
0.00,180,0,8,8,4.75,0.00,0.00,4.75
0.00,1972,20.92,28,,50.50,0.00,10.00,60.50
8.60,1560,15,76,,37.50,0.00,5.50,51.60
0.00,360,0,32,32,6.00,0.00,0.00,6.00
8.45,2100,0.9,76,3,38.25,0.00,4.00,50.70
0.00,0,0,6,6,3.25,0.00,0.00,3.25
0.00,0,0,32,32,3.25,0.00,0.00,3.25
3.00,186,0.85,8,8,5.25,0.00,0.00,8.75
4.00,1440,9.9,32,,26.50,0.00,0.00,30.50
2.00,840,3.2,32,7,11.50,0.00,0.00,14.00
2.95,933,3.89,8,7,13.25,0.00,1.00,17.70
7.69,2080,20.53,76,32,49.75,0.00,1.00,58.94
2.00,360,0.9,8,28,5.75,0.00,0.00,7.75
0.00,720,0,28,24,10.50,0.00,0.00,10.50
0.00,120,0,8,8,4.00,0.00,2.00,6.00
2.60,900,0,28,6,13.00,0.00,0.00,15.60
0.00,932,2.92,,,11.50,0.00,0.00,11.50
0.00,697,3.8,1,3,12.50,,0.00,12.50
8.35,1866,14.55,76,77,37.25,0.00,4.00,50.10
0.00,360,1.2,32,8,6.50,0.00,1.00,7.50
0.00,1920,1.3,,35,51.75,0.00,4.00,55.75
5.25,1140,0,76,21,28.75,0.00,4.00,38.00
7.85,1800,13.9,76,77,35.25,0.00,4.00,47.10
0.00,840,6,28,6,17.75,0.00,0.00,17.75
11.00,60,0,8,8,3.50,0.00,1.00,15.50
0.00,720,3.8,,,12.50,0.00,0.00,12.50
2.00,119,0.2,8,8,3.75,,2.50,8.25
0.00,1080,6.4,,,19.00,0.00,0.00,19.00
0.00,1320,7.8,4,,21.50,0.00,6.00,27.50
0.00,300,1,32,28,5.75,0.00,1.00,6.75
14.45,2878,29.68,28,,71.75,0.00,0.00,86.70
0.00,463,1.97,8,8,8.00,0.00,0.00,8.00
3.00,660,2.28,7,28,9.25,0.00,0.00,12.75
10.50,1680,0.9,76,7,38.00,0.00,4.00,52.50
0.00,438,1.8,24,24,7.25,0.00,1.00,8.25
4.15,1140,5.1,8,5,16.75,0.00,0.00,20.90
0.00,193,0.7,32,8,5.00,,0.00,5.00
1.08,360,1.2,32,32,6.75,0.00,0.00,8.33
4.00,536,3.17,32,24,11.00,0.00,0.00,15.50
7.61,1904,18.94,76,,46.25,0.00,4.00,58.36
12.69,1862,18.25,,,45.25,0.00,5.00,63.44
3.00,180,0,32,8,5.00,0.00,0.00,8.00
0.00,1056,7.71,8,4,21.75,0.00,0.00,21.75
0.00,660,0.2,8,6,13.25,0.00,0.00,13.25
13.12,1607,19.34,76,33,47.00,0.00,5.00,65.62
4.80,900,0,32,77,24.00,0.00,0.00,28.80
2.00,744,1.77,32,8,9.00,0.00,0.00,11.50
0.00,0,0.1,3,3,3.75,0.00,46.00,49.75
0.00,1380,14.8,76,24,37.00,0.00,4.00,41.00
6.00,1560,1,76,8,40.75,0.00,4.00,50.75
8.40,1393,15.17,76,24,37.50,0.00,4.00,50.40
3.00,360,1.3,32,33,7.00,0.00,0.00,10.50
0.00,0,0,76,76,3.50,0.00,0.00,3.50
8.55,60,0,6,6,3.25,0.00,39.50,51.30
2.00,296,0.75,8,8,5.50,0.00,0.00,8.00
0.00,947,7.34,8,60,20.25,0.00,0.00,20.25
0.00,600,0,8,28,8.25,0.00,0.00,8.25
0.00,1845,14.2,76,23,36.25,0.00,4.00,40.25
0.00,981,7.79,28,16,21.00,0.00,0.00,21.00
3.00,720,2.4,28,7,9.50,0.00,0.00,12.50
0.00,600,1.4,3,3,8.50,0.00,0.00,8.50
0.00,1138,9.79,28,41,25.50,0.00,0.00,25.50
0.00,60,0.1,6,6,3.50,0.00,0.00,3.50
0.00,540,0,8,28,8.00,0.00,0.00,8.00
8.60,1620,17.4,76,32,42.50,0.00,4.00,55.10
29.75,2520,31.2,8,,74.25,0.00,25.00,129.00
0.00,2640,0,76,16,66.00,0.00,13.00,79.00
11.94,1680,17.5,76,8,43.25,0.00,4.00,59.69
0.00,1920,14.1,76,3,35.75,0.00,5.00,40.75
0.00,540,0,32,24,10.00,0.00,0.00,10.00
0.00,720,3.8,32,7,13.00,0.00,0.00,13.00
0.00,33,0,14,14,3.25,0.00,0.00,3.25
0.00,420,0,32,32,6.50,0.00,0.00,6.50
2.90,1140,3.7,8,33,13.50,0.00,1.00,17.40
0.00,671,1.44,32,32,7.25,0.00,0.00,7.25
0.00,960,4.3,8,6,13.75,0.00,0.00,13.75
0.00,2,0,28,28,3.25,,0.00,3.25
4.25,557,4.4,76,76,13.00,,4.00,21.25
0.00,22,0,18,18,3.25,,0.00,3.25
3.00,536,2.03,32,8,8.50,0.00,0.00,12.00
0.00,330,0.86,32,8,6.00,0.00,1.00,7.00
0.00,1560,15,76,,37.50,0.00,4.00,41.50
5.00,1452,16.98,76,8,41.50,0.00,4.00,51.00
0.00,420,1.2,8,8,6.25,0.00,0.00,6.25
1.00,452,1.3,8,8,6.75,0.00,0.00,8.25
2.00,897,4.42,8,6,14.25,0.00,0.00,16.75
2.00,420,1.1,,,6.50,0.00,1.00,9.50
0.00,2340,19.1,76,32,48.25,0.00,5.00,53.25
0.00,1920,0,76,32,45.25,0.00,4.00,49.25
11.90,1620,11.2,56,,29.25,0.00,18.50,59.65
0.00,663,1.87,7,24,8.75,0.00,0.00,8.75
0.00,320,0.5,8,8,5.25,0.00,0.00,5.25
5.30,757,7.4,76,,20.00,0.00,6.00,31.80
0.00,1080,5.7,32,22,17.75,0.00,0.00,17.75
0.00,248,0.6,39,39,4.50,0.00,0.00,4.50
10.00,1744,13.9,76,6,35.50,0.00,4.00,50.00
0.00,334,1.1,4,14,6.50,,0.00,6.50
1.95,730,3.89,8,6,12.50,0.00,0.00,14.95
7.20,1539,12.36,76,2,32.00,0.00,4.00,43.20
